2000
0+0j,0+0j,0+0j,0+0j,0+0j,0+0j,0+0j,0+0j,0+0j,0+0j,0+0j
3.92942e-05-7.35103e-05j,3.44875e-05+1.32888e-05j,1.80722e-05-6.32563e-06j,1.04678e-05-2.79315e-06j,6.63295e-06-6.80278e-06j,5.12435e-06-2.57315e-06j,3.98915e-06-3.65279e-06j,3.2019e-06-1.71902e-06j,2.40279e-06-2.27751e-06j,1.75208e-06-1.29851e-06j,1.14547e-06-1.57886e-06j
0.000157307-0.000156988j,0.000137777+1.47407e-05j,7.21473e-05-2.27106e-05j,4.15913e-05-1.40008e-05j,2.61455e-05-2.08097e-05j,1.99949e-05-1.15263e-05j,1.53791e-05-1.30169e-05j,1.21558e-05-8.57371e-06j,8.90535e-06-9.1369e-06j,6.25128e-06-6.63539e-06j,3.79198e-06-6.65643e-06j
0.000352949-0.000260334j,0.000308206-7.67073e-06j,0.000160239-5.95255e-05j,9.10764e-05-4.23172e-05j,5.59621e-05-4.94185e-05j,4.18188e-05-3.33365e-05j,3.12231e-05-3.37933e-05j,2.38202e-05-2.55716e-05j,1.64305e-05-2.49021e-05j,1.04516e-05-1.96488e-05j,4.99204e-06-1.81835e-05j
0.000623752-0.000393451j,0.000541918-6.59209e-05j,0.000277802-0.000126943j,0.000153886-9.60065e-05j,9.06609e-05-9.93154e-05j,6.49213e-05-7.34765e-05j,4.57283e-05-7.03953e-05j,3.24187e-05-5.61744e-05j,1.93587e-05-5.21334e-05j,9.04433e-06-4.20479e-05j,-1.10112e-07-3.70761e-05j
0.000965846-0.000565925j,0.000832854-0.000171323j,0.000417803-0.000234054j,0.000222446-0.00018178j,0.000122371-0.000175151j,8.13725e-05-0.000134937j,5.11308e-05-0.000124379j,3.05609e-05-0.000100712j,1.08723e-05-9.01079e-05j,-4.02001e-06-7.22522e-05j,-1.66376e-05-6.10972e-05j
0.00137407-0.000786735j,0.00117301-0.00033399j,0.000571198-0.000388139j,0.000287418-0.000303953j,0.000141883-0.000278665j,8.24427e-05-0.000217404j,3.94677e-05-0.000193757j,1.12705e-05-0.0001559j,-1.48586e-05-0.000134604j,-3.33098e-05-0.000105479j,-4.78508e-05-8.52602e-05j
0.00184216-0.00106406j,0.00155285-0.000562483j,0.000727614-0.000594278j,0.000338695-0.000464139j,0.000139954-0.000408583j,6.01633e-05-0.000317454j,4.31133e-06-0.000273553j,-3.02197e-05-0.000215786j,-6.09463e-05-0.000179203j,-8.03802e-05-0.000135338j,-9.39258e-05-0.000103616j
0.00236293-0.00140512j,0.00196166-0.000863631j,0.000875994-0.000855256j,0.000366263-0.000661388j,0.000108298-0.000561094j,8.34304e-06-0.000429439j,-5.83152e-05-0.000357102j,-9.57673e-05-0.000273405j,-0.000127391-0.000217206j,-0.000143737-0.000155848j,-0.00015229-0.000111216j
0.00292843-0.00181616j,0.002388-0.00124245j,0.00100513-0.00117163j,0.000360799-0.000892527j,4.01332e-05-0.000730533j,-7.70838e-05-0.000546494j,-0.000149908-0.000437332j,-0.000184681-0.000322218j,-0.00021184-0.000243081j,-0.000219945-0.000162758j,-0.000218975-0.000105174j
