0+0j,0+0j,0+0j,0+0j,0+0j,0+0j,0+0j,0+0j,0+0j,0+0j,0+0j
-2.16515e-06+7.64645e-07j,-4.61115e-06+9.58158e-07j,-7.44365e-06+1.35138e-06j,-1.06001e-05+1.72339e-06j,-1.39609e-05+2.12076e-06j,-1.73948e-05+2.49552e-06j,-2.06739e-05+2.91292e-06j,-2.33864e-05+3.32774e-06j,-2.47513e-05+3.62109e-06j,-2.37718e-05+3.56051e-06j,-1.99415e-05+3.16047e-06j
-4.19041e-06+9.5766e-07j,-8.94961e-06+1.75258e-06j,-1.4446e-05+2.96859e-06j,-2.05555e-05+4.33183e-06j,-2.70443e-05+5.82843e-06j,-3.3657e-05+7.33534e-06j,-3.99471e-05+8.82254e-06j,-4.51048e-05+1.01293e-05j,-4.7589e-05+1.10087e-05j,-4.54337e-05+1.11191e-05j,-3.76501e-05+1.04443e-05j
-5.97383e-06+1.17779e-06j,-1.27862e-05+2.90238e-06j,-2.06073e-05+5.40184e-06j,-2.92566e-05+8.31196e-06j,-3.8398e-05+1.15181e-05j,-4.76699e-05+1.47738e-05j,-5.64316e-05+1.7893e-05j,-6.35119e-05+2.05271e-05j,-6.66636e-05+2.2222e-05j,-6.30168e-05+2.24616e-05j,-5.11473e-05+2.11859e-05j
-7.47391e-06+1.32479e-06j,-1.59902e-05+4.21452e-06j,-2.56713e-05+8.33792e-06j,-3.62907e-05+1.32017e-05j,-4.74302e-05+1.85525e-05j,-5.86503e-05+2.39764e-05j,-6.91559e-05+2.90784e-05j,-7.7471e-05+3.32606e-05j,-8.07275e-05+3.57967e-05j,-7.52517e-05+3.59458e-05j,-5.92506e-05+3.36027e-05j
-8.69808e-06+1.31268e-06j,-1.85206e-05+5.49962e-06j,-2.9524e-05+1.14469e-05j,-4.14538e-05+1.84945e-05j,-5.38377e-05+2.62164e-05j,-6.61964e-05+3.39957e-05j,-7.76318e-05+4.11869e-05j,-8.64383e-05+4.68987e-05j,-8.92351e-05+5.00883e-05j,-8.16723e-05+4.9762e-05j,-6.16673e-05+4.57837e-05j
-9.68611e-06+1.08561e-06j,-2.04067e-05+6.60272e-06j,-3.21737e-05+1.44332e-05j,-4.47308e-05+2.37157e-05j,-5.75873e-05+3.38247e-05j,-7.02698e-05+4.39154e-05j,-8.1837e-05+5.30668e-05j,-9.04385e-05+6.00701e-05j,-9.23066e-05+6.35479e-05j,-8.25584e-05+6.22516e-05j,-5.8905e-05+5.60439e-05j
-1.04895e-05+6.21857e-07j,-2.1718e-05+7.41714e-06j,-3.37124e-05+1.70639e-05j,-4.62478e-05+2.84712e-05j,-5.88567e-05+4.07963e-05j,-7.11217e-05+5.29548e-05j,-8.21215e-05+6.37425e-05j,-8.99493e-05+7.16322e-05j,-9.05813e-05+7.49204e-05j,-7.875e-05+7.21277e-05j,-5.20396e-05+6.31587e-05j
-1.11591e-05-7.40685e-08j,-2.25441e-05+7.87986e-06j,-3.42848e-05+1.91722e-05j,-4.6227e-05+3.24628e-05j,-5.79719e-05+4.66846e-05j,-6.92088e-05+6.05158e-05j,-7.90971e-05+7.24796e-05j,-8.57589e-05+8.07515e-05j,-8.50396e-05+8.3336e-05j,-7.14304e-05+7.85676e-05j,-4.24568e-05+6.64457e-05j
-1.17391e-05-9.74877e-07j,-2.2981e-05+7.97098e-06j,-3.40635e-05+2.06622e-05j,-4.49474e-05+3.55002e-05j,-5.53482e-05+5.11977e-05j,-6.51099e-05+6.62125e-05j,-7.35272e-05+7.8822e-05j,-7.88238e-05+8.69453e-05j,-7.68276e-05+8.83478e-05j,-6.19186e-05+8.12398e-05j,-3.16163e-05+6.57694e-05j
-1.22561e-05-2.03749e-06j,-2.311e-05+7.70565e-06j,-3.3216e-05+2.15012e-05j,-4.26948e-05+3.74934e-05j,-5.14199e-05+5.41921e-05j,-5.94314e-05+6.98636e-05j,-6.62026e-05+8.25809e-05j,-7.01164e-05+9.00609e-05j,-6.70774e-05+8.9898e-05j,-5.14647e-05+8.02481e-05j,-2.08291e-05+6.14582e-05j
-1.27167e-05-3.21795e-06j,-2.29902e-05+7.11332e-06j,-3.18868e-05+2.16929e-05j,-3.97307e-05+3.84212e-05j,-4.65933e-05+5.56324e-05j,-5.27421e-05+7.14415e-05j,-5.78575e-05+8.37691e-05j,-6.05203e-05+9.01941e-05j,-5.67846e-05+8.82129e-05j,-4.11178e-05+7.59999e-05j,-1.11228e-05+5.41408e-05j
-1.31147e-05-4.48274e-06j,-2.26647e-05+6.22108e-06j,-3.02007e-05+2.12553e-05j,-3.62912e-05+3.83002e-05j,-4.12364e-05+5.55513e-05j,-4.55521e-05+7.10213e-05j,-4.9138e-05+8.25353e-05j,-5.07917e-05+8.76017e-05j,-4.67659e-05+8.36947e-05j,-3.16844e-05+6.9073e-05j,-3.21204e-06+4.45892e-05j
-1.34413e-05-5.80931e-06j,-2.21708e-05+5.05127e-06j,-2.82718e-05+2.02147e-05j,-3.25907e-05+3.71749e-05j,-3.56789e-05+5.40331e-05j,-3.83079e-05+6.87523e-05j,-4.05937e-05+7.91228e-05j,-4.15488e-05+8.26479e-05j,-3.7652e-05+7.68486e-05j,-2.37331e-05+6.01263e-05j,2.48133e-06+3.36127e-05j
-1.36909e-05-7.18478e-06j,-2.15474e-05+3.62165e-06j,-2.6209e-05+1.8604e-05j,-2.88261e-05+3.51107e-05j,-3.02138e-05+5.11985e-05j,-3.13929e-05+6.4836e-05j,-3.26765e-05+7.38354e-05j,-3.32736e-05+7.57548e-05j,-2.98977e-05+6.82224e-05j,-1.76169e-05+4.9828e-05j,5.785e-06+2.19787e-05j
-1.38676e-05-8.59938e-06j,-2.08422e-05+1.95307e-06j,-2.41234e-05+1.64686e-05j,-2.51841e-05+3.21975e-05j,-2.51033e-05+4.72048e-05j,-2.5133e-05+5.95177e-05j,-2.57513e-05+6.70222e-05j,-2.63295e-05+6.73807e-05j,-2.38093e-05+5.83767e-05j,-1.3516e-05+3.88206e-05j,6.71419e-06+1.03779e-05j
-1.39807e-05-1.00354e-05j,-2.01039e-05+8.27577e-08j,-2.21182e-05+1.38812e-05j,-2.18278e-05+2.85636e-05j,-2.05652e-05+4.22559e-05j,-1.97838e-05+5.30938e-05j,-2.00834e-05+5.90794e-05j,-2.0954e-05+5.80177e-05j,-1.95461e-05+4.78814e-05j,-1.14519e-05+2.77196e-05j,5.44264e-06-5.72857e-07j
-1.40342e-05-1.14678e-05j,-1.93675e-05-1.93786e-06j,-2.02695e-05+1.09357e-05j,-1.88747e-05+2.43649e-05j,-1.67479e-05+3.65875e-05j,-1.55043e-05+4.58899e-05j,-1.58152e-05+5.04233e-05j,-1.72388e-05+4.81598e-05j,-1.71078e-05+3.72807e-05j,-1.12839e-05+1.70796e-05j,2.29587e-06-1.03581e-05j
-1.40254e-05-1.28721e-05j,-1.86529e-05-4.05512e-06j,-1.86252e-05+7.73137e-06j,-1.63962e-05+1.97634e-05j,-1.37324e-05+3.04378e-05j,-1.23636e-05+3.82261e-05j,-1.29787e-05+4.14493e-05j,-1.51507e-05+3.82575e-05j,-1.63638e-05+2.70466e-05j,-1.27481e-05+7.34914e-06j,-2.29909e-06-1.86025e-05j
-1.3945e-05-1.42241e-05j,-1.79642e-05-6.21454e-06j,-1.72051e-05+4.36908e-06j,-1.44197e-05+1.49217e-05j,-1.15369e-05+2.40404e-05j,-1.03496e-05+3.04066e-05j,-1.15095e-05+3.25202e-05j,-1.45526e-05+2.87073e-05j,-1.70832e-05+1.75724e-05j,-1.54963e-05-1.12827e-06j,-7.85956e-06-2.50616e-05j
-1.37743e-05-1.55059e-05j,-1.72872e-05-8.36911e-06j,-1.59973e-05+9.39796e-07j,-1.29249e-05+9.98716e-06j,-1.0115e-05+1.7604e-05j,-9.37024e-06+2.26967e-05j,-1.1252e-05+2.39416e-05j,-1.52129e-05+1.98275e-05j,-1.89477e-05+9.15036e-06j,-1.91123e-05-8.13132e-06j,-1.38655e-05-2.96295e-05j
-1.34903e-05-1.67158e-05j,-1.6596e-05-1.04943e-05j,-1.49691e-05-2.49504e-06j,-1.18585e-05+5.06755e-06j,-9.37565e-06+1.12846e-05j,-9.27813e-06+1.52908e-05j,-1.19909e-05+1.59271e-05j,-1.6843e-05+1.18215e-05j,-2.1595e-05+1.93731e-06j,-2.31592e-05-1.35918e-05j,-1.98095e-05-3.23653e-05j
-1.30815e-05-1.78673e-05j,-1.58752e-05-1.25873e-05j,-1.40932e-05-5.90335e-06j,-1.11681e-05+2.3077e-07j,-9.22326e-06+5.18249e-06j,-9.92053e-06+8.3102e-06j,-1.35091e-05+8.59698e-06j,-1.91641e-05+4.7809e-06j,-2.46922e-05-4.03848e-06j,-2.72587e-05-1.75812e-05j,-2.52791e-05-3.34711e-05j
-1.25525e-05-1.89782e-05j,-1.51276e-05-1.46528e-05j,-1.33602e-05-9.26561e-06j,-1.08168e-05-4.47621e-06j,-9.57819e-06-6.33286e-07j,-1.11642e-05+1.82996e-06j,-1.56181e-05+2.01162e-06j,-2.19414e-05-1.27543e-06j,-2.79736e-05-8.82872e-06j,-3.11301e-05-2.02519e-05j,-2.99952e-05-3.32241e-05j
-1.19239e-05-2.00607e-05j,-1.43737e-05-1.66894e-05j,-1.27785e-05-1.25591e-05j,-1.07861e-05-9.00893e-06j,-1.03818e-05-6.10534e-06j,-1.29035e-05-4.0952e-06j,-1.81684e-05-3.79838e-06j,-2.49956e-05-6.36379e-06j,-3.12511e-05-1.25204e-05j,-3.45971e-05-2.17846e-05j,-3.38134e-05-3.19139e-05j
