2.18163,0.054266,0.793126,0.542273
2.25868,0.108419,0.74815,0.540631
2.33131,0.162362,0.704732,0.538075
2.39968,0.216008,0.66273,0.53472
2.4639,0.269282,0.622018,0.530661
2.52412,0.322119,0.582481,0.525977
2.58044,0.374459,0.54402,0.520731
2.63296,0.426248,0.506545,0.514978
2.68177,0.477439,0.469974,0.508762
2.72698,0.527987,0.434235,0.50212
2.76865,0.57785,0.399262,0.495084
2.80685,0.626991,0.364994,0.487681
2.84167,0.675375,0.331377,0.479931
2.87315,0.722966,0.29836,0.471853
2.90136,0.769735,0.265897,0.463462
2.92635,0.815649,0.233946,0.454771
2.94816,0.860679,0.202467,0.445789
2.96685,0.904797,0.171423,0.436524
2.98246,0.947975,0.14078,0.426982
2.99502,0.990184,0.110507,0.417166
3.00457,1.0314,0.0805728,0.40708
3.01115,1.07159,0.0509496,0.396725
3.01477,1.11074,0.0216106,0.3861
3.01548,1.1488,-0.0074698,0.375204
3.01329,1.18577,-0.0363157,0.364034
3.00822,1.2216,-0.0649503,0.352586
3.0003,1.25627,-0.0933957,0.340855
2.98955,1.28976,-0.121674,0.328836
2.97597,1.32203,-0.149804,0.31652
2.95959,1.35306,-0.177808,0.303899
2.94042,1.3828,-0.205705,0.290963
2.91845,1.41124,-0.233514,0.277701
2.89371,1.43833,-0.261254,0.2641
2.8662,1.46405,-0.288943,0.250148
2.83593,1.48835,-0.3166,0.235828
2.80288,1.5112,-0.344243,0.221123
2.76708,1.53256,-0.37189,0.206014
2.72851,1.55239,-0.39956,0.190481
2.68717,1.57064,-0.427271,0.1745
2.64305,1.58727,-0.455042,0.158047
2.59615,1.60223,-0.482891,0.141092
2.54647,1.61547,-0.510836,0.123606
2.49398,1.62693,-0.538899,0.105553
2.43868,1.63656,-0.567097,0.0868955
2.38056,1.64429,-0.595451,0.067591
2.31959,1.65006,-0.623982,0.0475922
2.25576,1.65379,-0.65271,0.0268462
2.18904,1.6554,-0.681656,0.00529358
2.11942,1.65482,-0.710841,-0.0171325
2.04686,1.65194,-0.740288,-0.0405074
1.97135,1.64668,-0.770019,-0.0649168
1.89285,1.63892,-0.800054,-0.0904583
1.81133,1.62855,-0.830414,-0.117244
1.72675,1.61543,-0.861118,-0.145402
1.63909,1.59942,-0.892185,-0.175081
1.5483,1.58035,-0.923626,-0.206455
1.45435,1.55806,-0.95545,-0.239727
1.3572,1.53234,-0.987654,-0.275138
1.25681,1.50295,-1.02022,-0.312973
1.15315,1.46965,-1.05312,-0.353574
1.04618,1.43213,-1.08628,-0.397354
0.935884,1.39006,-1.11959,-0.444818
0.82226,1.34302,-1.15286,-0.496585
0.705323,1.29057,-1.18578,-0.553417
0.58513,1.23214,-1.21788,-0.616264
0.461801,1.16708,-1.24836,-0.686299
0.335553,1.09459,-1.27598,-0.764955
0.206766,1.01374,-1.29871,-0.853912
0.0760822,0.923409,-1.31323,-0.954929
-0.0554336,0.822312,-1.31425,-1.06928
-0.186054,0.709129,-1.29375,-1.19622
-0.313123,0.582831,-1.24145,-1.32996
-0.432998,0.44338,-1.14913,-1.45612
-0.541692,0.292563,-1.01969,-1.55379
-0.636292,0.134089,-0.871052,-1.60807
-0.716001,-0.0276318,-0.725002,-1.62016
-0.781825,-0.188928,-0.59461,-1.60181
-0.835565,-0.347393,-0.483317,-1.56529
-0.879077,-0.501671,-0.389644,-1.51918
-0.913984,-0.651082,-0.310689,-1.46861
-0.941611,-0.795341,-0.243606,-1.41646
-0.963021,-0.934373,-0.186027,-1.36427
-0.97907,-1.06822,-0.136087,-1.31285
-0.990445,-1.19698,-0.0923479,-1.2626
-0.997709,-1.32079,-0.0536956,-1.2137
-1.00132,-1.43977,-0.0192661,-1.16619
-1.00168,-1.55407,0.0116188,-1.12006
-0.999101,-1.66383,0.0394969,-1.07525
-0.993867,-1.76916,0.0647991,-1.03169
-0.986216,-1.8702,0.0878744,-0.989294
-0.976356,-1.96706,0.109008,-0.947988
-0.964471,-2.05983,0.128437,-0.907691
-0.950719,-2.14863,0.146356,-0.868328
-0.935244,-2.23353,0.162931,-0.829826
-0.918173,-2.31462,0.1783,-0.79212
-0.899621,-2.39198,0.192583,-0.755147
-0.879689,-2.46567,0.205881,-0.71885
-0.858474,-2.53577,0.218282,-0.683175
-0.83606,-2.60232,0.229861,-0.648073
-0.812527,-2.6654,0.240684,-0.613496
-0.787947,-2.72504,0.250808,-0.579403
-0.762387,-2.78129,0.260284,-0.545753
-0.73591,-2.8342,0.269155,-0.512507
-0.708575,-2.88381,0.277461,-0.479632
-0.680436,-2.93014,0.285236,-0.447092
-0.651545,-2.97324,0.29251,-0.414858
-0.62195,-3.01312,0.29931,-0.382898
-0.591698,-3.04982,0.305659,-0.351185
-0.560832,-3.08337,0.311577,-0.319691
-0.529396,-3.11377,0.317085,-0.288389
-0.497429,-3.14105,0.322196,-0.257256
-0.464969,-3.16522,0.326926,-0.226266
-0.432056,-3.18631,0.331286,-0.195396
-0.398724,-3.20431,0.335286,-0.164623
-0.36501,-3.21923,0.338937,-0.133924
-0.330948,-3.23109,0.342243,-0.103278
-0.296573,-3.23989,0.345212,-0.0726613
-0.261917,-3.24563,0.347848,-0.042053
-0.227014,-3.2483,0.350154,-0.0114313
-0.191897,-3.24791,0.352131,0.0192256
-0.156599,-3.24445,0.353779,0.0499398
-0.121152,-3.23792,0.355099,0.0807335
-0.0855903,-3.2283,0.356086,0.111629
-0.0499463,-3.21559,0.356738,0.14265
-0.014254,-3.19977,0.35705,0.173819
0.0214522,-3.18082,0.357014,0.205161
0.057137,-3.15873,0.356623,0.236702
0.0927646,-3.13347,0.355866,0.268466
0.128298,-3.10503,0.354731,0.300482
0.163698,-3.07337,0.353204,0.332778
0.198925,-3.03846,0.351269,0.365383
0.233937,-3.00028,0.348906,0.39833
0.268691,-2.95878,0.346095,0.431652
0.30314,-2.91394,0.342809,0.465385
0.337236,-2.86569,0.33902,0.499566
0.370926,-2.81401,0.334696,0.534237
0.404156,-2.75883,0.329799,0.569441
0.436866,-2.7001,0.324284,0.605225
0.468991,-2.63776,0.318102,0.64164
0.500462,-2.57175,0.311195,0.678742
0.531203,-2.50199,0.303496,0.716592
0.561132,-2.4284,0.294928,0.755254
0.590157,-2.35091,0.285397,0.794801
0.618176,-2.26941,0.274798,0.835312
0.645077,-2.18381,0.263004,0.876872
0.670732,-2.094,0.249862,0.919578
0.694998,-1.99985,0.235191,0.963532
0.717712,-1.90125,0.218771,1.00885
0.738685,-1.79803,0.200335,1.05565
0.757701,-1.69006,0.17955,1.10406
0.774503,-1.57716,0.156006,1.15423
0.788793,-1.45915,0.129183,1.20628
0.800209,-1.33584,0.0984182,1.26033
0.808317,-1.20702,0.0628579,1.31648
0.812584,-1.07248,0.0213865,1.37471
0.812349,-0.932012,-0.0274659,1.43485
0.80678,-0.785458,-0.0856438,1.4964
0.794825,-0.632721,-0.155697,1.55822
0.775138,-0.473881,-0.240846,1.61795
0.74603,-0.309349,-0.344728,1.67103
