0,0.04,0,0
0.00999968,0.0399962,-3.1187e-05,-3.1187e-05
0.0199974,0.039984,-6.71195e-05,-6.71195e-05
0.0299909,0.0399618,-0.000112461,-0.000112461
0.0399772,0.0399266,-0.000171768,-0.000171768
0.0499528,0.0398744,-0.000249342,-0.000249342
0.0599126,0.0398001,-0.000349097,-0.000349097
0.0698505,0.0396977,-0.000474449,-0.000474449
0.0797586,0.0395605,-0.000628239,-0.000628239
0.0896272,0.039381,-0.000812678,-0.000812678
0.0994449,0.0391514,-0.00102931,-0.00102931
0.109198,0.0388636,-0.00127899,-0.00127899
0.118871,0.0385092,-0.00156188,-0.00156188
0.128447,0.0380799,-0.00187748,-0.00187748
0.137904,0.0375678,-0.00222461,-0.00222461
0.147223,0.0369651,-0.00260153,-0.00260153
0.156379,0.0362647,-0.00300593,-0.00300593
0.165347,0.0354601,-0.00343503,-0.00343503
0.1741,0.0345454,-0.00388563,-0.00388563
0.18261,0.0335157,-0.00435421,-0.00435421
0.190848,0.0323671,-0.00483702,-0.00483702
0.198783,0.0310964,-0.00533013,-0.00533013
0.206386,0.0297015,-0.00582956,-0.00582956
0.213624,0.0281814,-0.00633138,-0.00633138
0.220466,0.0265359,-0.00683174,-0.00683174
0.226881,0.0247659,-0.00732703,-0.00732703
0.232839,0.0228731,-0.00781388,-0.00781388
0.238308,0.02086,-0.00828926,-0.00828926
0.243259,0.0187297,-0.00875052,-0.00875052
0.247664,0.0164861,-0.00919542,-0.00919542
0.251493,0.0141335,-0.0096222,-0.0096222
0.254722,0.0116766,-0.0100295,-0.0100295
0.257323,0.00912042,-0.0104166,-0.0104166
0.259274,0.00647006,-0.0107829,-0.0107829
0.260551,0.00373069,-0.0111287,-0.0111287
0.261133,0.000907417,-0.0114543,-0.0114543
0.260998,-0.00199483,-0.0117606,-0.0117606
0.260129,-0.0049714,-0.0120491,-0.0120491
0.258507,-0.008018,-0.0123212,-0.0123212
0.256115,-0.0111308,-0.012579,-0.012579
0.252936,-0.0143065,-0.0128247,-0.0128247
0.248956,-0.0175423,-0.0130608,-0.0130608
0.24416,-0.0208363,-0.0132899,-0.0132899
0.238534,-0.024187,-0.0135151,-0.0135151
0.232062,-0.0275938,-0.0137392,-0.0137392
0.224732,-0.0310568,-0.0139654,-0.0139654
0.216529,-0.0345769,-0.0141967,-0.0141967
0.207439,-0.0381558,-0.0144363,-0.0144363
0.197446,-0.041796,-0.0146876,-0.0146876
0.186535,-0.0455008,-0.0149536,-0.0149536
0.17469,-0.0492743,-0.0152374,-0.0152374
0.161892,-0.0531213,-0.0155419,-0.0155419
0.148123,-0.0570472,-0.0158698,-0.0158698
0.133362,-0.0610584,-0.0162238,-0.0162238
0.117586,-0.0651615,-0.0166061,-0.0166061
0.100773,-0.069364,-0.0170189,-0.0170189
0.0828953,-0.0736736,-0.0174638,-0.0174638
0.0639263,-0.0780987,-0.0179423,-0.0179423
0.0438358,-0.0826477,-0.0184552,-0.0184552
0.0225916,-0.0873292,-0.0190028,-0.0190028
0.000159494,-0.092152,-0.0195851,-0.0195851
-0.0234968,-0.0971246,-0.0202009,-0.0202009
-0.0484158,-0.102255,-0.0208488,-0.0208488
-0.0746381,-0.107551,-0.0215263,-0.0215263
-0.102206,-0.113021,-0.0222301,-0.0222301
-0.131163,-0.118668,-0.0229558,-0.0229558
-0.161555,-0.1245,-0.0236979,-0.0236979
-0.193428,-0.130518,-0.0244497,-0.0244497
-0.22683,-0.136725,-0.0252029,-0.0252029
-0.261806,-0.143119,-0.0259485,-0.0259485
-0.298404,-0.149698,-0.0266759,-0.0266759
-0.33667,-0.156454,-0.0273733,-0.0273733
