2000
0+0j,0+0j,0+0j,0+0j,0+0j,0+0j,0+0j,0+0j,0+0j,0+0j,0+0j
2.74811e-05-7.79143e-05j,2.87955e-05+9.64369e-06j,1.57334e-05-2.86632e-06j,9.14947e-06-1.66926e-06j,5.52853e-06-5.91779e-06j,4.27376e-06-2.77197e-06j,3.33893e-06-3.28621e-06j,2.77638e-06-1.68771e-06j,2.13152e-06-1.98643e-06j,1.62963e-06-1.18912e-06j,1.1136e-06-1.37897e-06j
0.000109621-0.000167419j,0.000114508+5.81114e-06j,6.24174e-05-1.60601e-05j,3.60862e-05-1.14237e-05j,2.15856e-05-1.84207e-05j,1.65091e-05-1.12972e-05j,1.2735e-05-1.16777e-05j,1.04468e-05-7.9617e-06j,7.84382e-06-8.04256e-06j,5.8125e-06-5.9556e-06j,3.73602e-06-5.83658e-06j
0.000244291-0.000279917j,0.000254364-2.49352e-05j,0.000137406-5.00086e-05j,7.81954e-05-3.74504e-05j,4.55111e-05-4.4134e-05j,3.3964e-05-3.12928e-05j,2.53905e-05-3.01654e-05j,2.01885e-05-2.32086e-05j,1.43337e-05-2.19456e-05j,9.81141e-06-1.74801e-05j,5.24687e-06-1.59441e-05j
0.000427533-0.000426569j,0.000443008-9.56874e-05j,0.000235411-0.000114714j,0.00013023-8.73615e-05j,7.20361e-05-8.89098e-05j,5.13115e-05-6.74862e-05j,3.59834e-05-6.25388e-05j,2.6764e-05-5.04212e-05j,1.65562e-05-4.59169e-05j,8.88899e-06-3.72649e-05j,1.32976e-06-3.25182e-05j
0.000653582-0.000617946j,0.000672547-0.00021858j,0.000348593-0.000218939j,0.000184504-0.000167203j,9.36255e-05-0.000156683j,6.11598e-05-0.00012235j,3.73824e-05-0.000110046j,2.34288e-05-8.98384e-05j,8.30956e-06-7.93101e-05j,-2.46313e-06-6.39463e-05j,-1.26972e-05-5.36269e-05j
0.000914994-0.000863698j,0.000932807-0.000404226j,0.000467001-0.000369503j,0.000231565-0.000280663j,0.000101415-0.000248653j,5.52687e-05-0.000195317j,2.21227e-05-0.000170708j,3.62287e-06-0.000138417j,-1.5933e-05-0.00011829j,-2.8649e-05-9.32181e-05j,-4.00667e-05-7.47778e-05j
0.00120285-0.00117229j,0.00121174-0.000661309j,0.00057921-0.000570844j,0.000261092-0.000428704j,8.63775e-05-0.000363078j,2.59439e-05-0.000282818j,-1.60339e-05-0.000239642j,-3.73929e-05-0.000190472j,-5.94164e-05-0.000156777j,-7.15056e-05-0.000119035j,-8.13451e-05-9.03078e-05j
0.00150698-0.00155083j,0.00149587-0.000996319j,0.000672977-0.000824841j,0.000262747-0.000609596j,4.03018e-05-0.000495608j,-3.29333e-05-0.000378956j,-8.11213e-05-0.000310108j,-0.000101712-0.000239048j,-0.000122516-0.000188066j,-0.000130012-0.000135354j,-0.000134466-9.51147e-05j
0.00181622-0.00200488j,0.00177072-0.00141341j,0.000735821-0.00113083j,0.000226823-0.000819179j,-4.35836e-05-0.00063986j,-0.000125434-0.00047641j,-0.000174753-0.000374681j,-0.000188889-0.000277273j,-0.000203196-0.000206233j,-0.000201067-0.000137463j,-0.000195755-8.57854e-05j
0.0021186-0.00253842j,0.00202123-0.00191432j,0.000755528-0.0014857j,0.000144724-0.00105122j,-0.000170297-0.000788033j,-0.000253536-0.000567235j,-0.000296419-0.000426138j,-0.000296606-0.000299217j,-0.000297978-0.000206849j,-0.000280663-0.000122456j,-0.000261184-6.07766e-05j
0.00240167-0.00315373j,0.00223218-0.00249839j,0.000720587-0.00188408j,9.30117e-06-0.00129781j,-0.000342983-0.000931452j,-0.000417309-0.000643465j,-0.000443994-0.000457982j,-0.000421434-0.000300212j,-0.000402881-0.00018702j,-0.000364871-8.89821e-05j,-0.000327271-1.99112e-05j
0.00265263-0.00385138j,0.00238853-0.00316261j,0.000620556-0.00231861j,-0.000184928-0.00154978j,-0.000562937-0.00106106j,-0.000615201-0.000697531j,-0.000614239-0.000464668j,-0.000559479-0.0002768j,-0.000514071-0.000145057j,-0.000450378-3.66633e-05j,-0.000391418+3.63653e-05j
0.00285867-0.00463027j,0.00247579-0.00390174j,0.000446349-0.00278018j,-0.000441676-0.0017971j,-0.00082974-0.00116784j,-0.000844379-0.000722522j,-0.00080326-0.000441617j,-0.000706819-0.000226486j,-0.000628169-7.99733e-05j,-0.0005346+3.45402e-05j,-0.000451814+0.000107648j
0.0030071-0.00548761j,0.00248031-0.00470849j,0.000190422-0.00325834j,-0.000762891-0.00202929j,-0.00114146-0.00124307j,-0.00110106-0.000712295j,-0.00100684-0.000385091j,-0.000859724-0.000147379j,-0.000742281+8.98826e-06j,-0.000615492+0.000124838j,-0.000507053+0.000194005j
0.00308559-0.00641903j,0.0023895-0.00557372j,-0.000153104-0.00374153j,-0.00114883-0.00223571j,-0.0014949-0.00127856j,-0.0013808-0.000661463j,-0.00122065-0.000291971j,-0.00101468-3.78533e-05j,-0.000853805+0.000122732j,-0.000691166+0.000234906j,-0.00055563+0.000296126j
0.00308234-0.00741863j,0.00219205-0.0064866j,-0.000588387-0.0042174j,-0.00159819-0.00240579j,-0.00188581-0.00126673j,-0.00167869-0.00056529j,-0.0014403-0.000159524j,-0.00116826+0.000103734j,-0.000960111+0.000262517j,-0.000759449+0.000365946j,-0.000595464+0.0004152j
0.00298622-0.0084791j,0.00187806-0.00743487j,-0.00111786-0.00467308j,-0.00210823-0.00252926j,-0.00230908-0.0012006j,-0.00198949-0.000419553j,-0.00166131+1.4814e-05j,-0.0013169+0.00027921j,-0.00105817+0.000429994j,-0.000817471+0.00051954j,-0.000623546+0.000552592j
0.00278696-0.0095918j,0.00143921-0.00840503j,-0.00174223-0.00509537j,-0.00267492-0.00259622j,-0.00275889-0.00107377j,-0.00230758-0.000220391j,-0.00187893+0.000233588j,-0.00145656+0.000490635j,-0.00114423+0.000627072j,-0.000861376+0.00069734j,-0.000635767+0.000709395j
0.0024752-0.0107469j,0.000868808-0.00938253j,-0.00246053-0.00547097j,-0.00329302-0.00259722j,-0.00322871-0.000880347j,-0.00262695+3.58025e-05j,-0.00208788+0.000499372j,-0.00158247+0.000740207j,-0.0012135+0.000855664j,-0.000886151+0.000900668j,-0.000626943+0.000885957j
0.00204268-0.0119333j,0.000161908-0.010352j,-0.00327016-0.00578665j,-0.00395617-0.00252333j,-0.00371134-0.000614936j,-0.00294098+0.000352425j,-0.00228219+0.000814711j,-0.00168883+0.00103005j,-0.00125999+0.00111732j,-0.000885623+0.00113007j,-0.000591014+0.00108145j
0.00148231-0.0131393j,-0.000684648-0.0112974j,-0.00416689-0.00602937j,-0.00465694-0.00236618j,-0.00419881-0.000272595j,-0.00324231+0.000732611j,-0.00245483+0.00118194j,-0.0017686+0.00136186j,-0.00127643+0.0014128j,-0.000852566+0.00138491j,-0.000521346+0.00129352j
0.000788265-0.014352j,-0.00167217-0.0122024j,-0.0051449-0.00618648j,-0.00538678-0.00211806j,-0.0046823+0.000151058j,-0.00352257+0.00117906j,-0.00259759+0.00160283j,-0.0018134+0.00173648j,-0.00125432+0.00174156j,-0.00077894+0.00166284j,-0.000411117+0.00151801j
-4.39556e-05-0.0155581j,-0.00280013-0.0130502j,-0.00619685-0.00624592j,-0.00613609-0.00177205j,-0.00515206+0.000659683j,-0.00377239+0.00169372j,-0.002701+0.00207817j,-0.00181358+0.00215328j,-0.00118422+0.00210116j,-0.000656354+0.00195945j,-0.000253881+0.00174871j
-0.00101747-0.0167435j,-0.00406617-0.0138243j,-0.00731396-0.00619632j,-0.00689429-0.00132215j,-0.00559746+0.00125602j,-0.00398133+0.00227748j,-0.00275455+0.00260729j,-0.00175868+0.00260973j,-0.00105636+0.00248692j,-0.000476789+0.00226799j,-4.43219e-05+0.00197742j
